tcp_id,date,OK,ERROR,author,title
A03430,1554,96,36,"Huggarde, Miles.","The assault of the sacrame[n]t of the altar containyng aswell sixe seuerall assaultes made from tyme to tyme against the sayd blessed sacrament: as also the names [et] opinions of all the heretical captaines of the same assaultes: written in the yere of oure Lorde 1549. by Myles Huggarde, and dedicated to the Quenes moste excellent maiestie, beyng then ladie Marie: in which tyme (heresie then raigning) it could take no place."
A18737,1579,96,16,"Churchyard, Thomas, 1520?-1604.","A generall rehearsall of warres, called Churchyardes choise wherein is fiue hundred seuerall seruices of land and sea as seiges, battailes, skirmiches, and encounters. A thousande gentle mennes names, of the beste sorte of warriours. A praise and true honour of soldiours. A proofe of perfite nobilitie. A triall and first erection of heraldes. A discourse of calamitie. And ioyned to the same some tragedies & epitaphes, as many as was necessarie for this firste booke. All which workes are dedicated to the hounourable sir Christopher Hatton knight, ... Written by Thomas Churchyard Gent. 1579."
A68972,1525,95,88,"Bradshaw, Henry, d. 1513.",Here begynneth the lyfe of saynt Radegunde
A16770,1600,95,23,"Breton, Nicholas, 1545?-1626?","Pasquils fooles-cap sent to such (to keepe their weake braines warme) as are not able to conceiue aright of his mad-cap. With Pasquils passion for the worlds waywardnesse. Begun by himselfe, and finished by his friend Morphorius."
A19834,1599,94,32,"Daniel, Samuel, 1562-1619.",The poeticall essayes of Sam. Danyel
A08664,1560,90,32,"T. H., fl. 1560.","The fable of Ouid treting of Narcissus, tra[n]slated out of Latin into Englysh mytre, with a moral there vnto, very pleasante to rede. M.D.LX."
A17341,1526,89,30,"Bush, Paul, 1490-1558.","Here begynneth a lytell treatyse in Englysshe, called the extripacion [sic] of ignorancy and it treateth and speketh of the ignorance of people, shewyng them howe they are bounde to feare god, to loue god, and to honour their prince. Which treatise is lately compyled by sir Paule Busshe preest, and bonhome of Edyndon: and dedicate vnto the yong and most hye renomed lady Mary, princes [et] doughter vnto the noble progenytour, our worthy souerayne kyng Henry the eight, kyng of Engla[n]de and of Frau[n]ce, [et] hye defe[n]der of ye christenfaithe. [et]c."
A11237,1597,88,77,"Hall, Joseph, 1574-1656.",Certaine worthye manuscript poems of great antiquitie reserued long in the studie of a Northfolke gentleman. And now first published by I.S. 1 The statly tragedy of Guistard and Sismond. 2 The northren mothers blessing. 3 The way to thrifte
A01962,1541,87,49,"Gosynhyll, Edward, attributed name.",Here begynneth a lytle boke named the Schole house of women wherin euery man may rede a goodly prayse of the condicyons of women.
A00977,1633,86,801,"Fletcher, Phineas, 1582-1650.","The purple island, or, The isle of man together with Piscatorie eclogs and other poeticall miscellanies / by P.F."
A68662,1574,86,72,"Robinson, Richard, fl. 1574.","The rewarde of wickednesse discoursing the sundrye monstrous abuses of wicked and vngodlye worldelinges: in such sort set downe and written as the same haue béene dyuersely practised in the persones of popes, harlots, proude princes, tyrauntes, Romish byshoppes, and others. VVith a liuely description of their seuerall falles and finall destruction. Verye profitable for all sorte of estates to reade and looke vpon. Nevvly compiled by Richard Robinson, seruaunt in housholde to the right Honorable Earle of Shrovvsbury. A dreame most pitiful, and to be dreaded."
A03440,1554,84,49,"Huggarde, Miles.","A treatise entitled the path waye to the towre of perfection. Compiled by Myles Huggarde, seruant to the Quenes most excellent maiestie"
A11390,1533,84,38,"Saltwood, Robert.","A comparyson bytwene. iiij. byrdes, the larke, the nyghtyngale, ye thrusshe [and] the cuko, for theyr syngynge who shuld be chauntoure of the quere"
A16765,1601,84,28,"Breton, Nicholas, 1545?-1626?","No vvhippinge, nor trippinge: but a kinde friendly snippinge"
A16771,1600,83,26,"Breton, Nicholas, 1545?-1626?","Pasquils mistresse: or The vvorthie and vnworthie woman VVith his description and passion of that furie, iealousie."
A05379,1607,81,44,"Lever, Christopher, fl. 1627.","A crucifixe: or, A meditation vpon repentance, and, the holie passion. Written by Christopher Lever"
A16261,1525,80,33,"Boccaccio, Giovanni, 1313-1375.","Here begynneth y[e] hystory of Tytus & Gesyppus translated out of Latyn into Englysshe by Wyllyam Walter, somtyme seruaunte to Syr Henry Marney ..."
A68231,1558,79,68,Isocrates.,"The Godly aduertisement or good counsell of the famous orator Isocrates, intitled Parænesis to Demonicus wherto is annexed Cato in olde Englysh meter."
A14706,1533,77,39,"Walter, William, fl. 1520.","The spectacle of louers here after foloweth a lytell contrauers dyalogue bytwene loue and councell, with many goodly argumentes of good women and bad, very compendyous to all estates, newly compyled by wyllyam walter seruaunt vnto syr Henry Marnaye knyght Chauncelour of the Duchye of Lancastre."
A16638,1509,77,34,"Brant, Sebastian, 1458-1521.",The shyppe of fooles
A12774,1591,76,22,"Spenser, Edmund, 1552?-1599.",Complaints Containing sundrie small poemes of the worlds vanitie. VVhereof the next page maketh mention. By Ed. Sp.
A16773,1600,75,26,"Breton, Nicholas, 1545?-1626?","Pasquils passe, and passeth not Set downe in three pees. His passe, precession, and prognostication."
A18560,1530,75,23,"Chaucer, Geoffrey, d. 1400.",The assemblie of foules Here foloweth the assemble of foules veray pleasaunt and compendyous to rede or here compyled by the preclared and famous clerke Geffray Chaucer.
A16766,1602,75,19,"Breton, Nicholas, 1545?-1626?","Olde mad-cappes new gally-mawfrey Made into a merrie messe of minglemangle, out of these three idle-conceited humours following. 1 I will not. 2 Oh, the merrie time. 3 Out vpon money."
A09583,1578,75,18,"Phillips, John, fl. 1570-1591.","A commemoration of the right noble and vertuous ladye, Margrit Duglasis good grace, Countis of Lennox daughter to the renowmed and most excellent Princesse Margrit, Queene of Scotland, espowsed to King Iames the fourth, of that name ... wherin is rehearsed hir godly life, her constancy and perfit pacience, in time of infortune her godly end, [and] last farewel, taken of al noble estates at the howre of her death. The ninth day of March. 1577. At her house of Hackney in the countie of Midlesex: and now lyeth enterred the thyrd of April, in the chappel of King Henry the seauenth her worthy grandfather. 1578. And anno. 20. of our soueraigne lady Quéene Elizabeth, by Gods permission of England, Fraunce and Irelande Quéene, [and]c."
A68428,1495,74,42,"Lydgate, John, 1370?-1451?",Here begynneth the Temple of glas
A16742,1601,73,25,"Breton, Nicholas, 1545?-1626?","An excellent poeme, vpon the longing of a blessed heart which loathing the world, doth long to be with Christ. With an addition, vpon the definition of loue. Compiled by Nicholas Breton, Gentleman."
A02503,1565,72,47,"Hall, John, b. 1529 or 30.",[The courte of vertue.]
A13845,1600,72,25,"Tourneur, Cyril, 1575?-1626.",The transformed metamorphosis. By Cyril Turner
A01960,1542,71,63,"Gosynhyll, Edward.","The prayse of all women, called Mulieru[m] pean Very fruytfull and delectable vnto all the reders. Loke [et] rede who that can. This boke is prayse to eche woman."
A10418,1598,71,32,"Rankins, William, fl. 1587.","Seauen satyres applyed to the weeke including the worlds ridiculous follyes. True fælicity described in the phoenix. Maulgre. Whereunto is annexed the wandring satyre. By W. Rankins, Gent."
A33986,1653,70,55,"Collins, An, 17th cent.",Divine songs and meditacions composed by An Collins.
A18559,1477,70,31,"Chaucer, Geoffrey, d. 1400.",The lyf so short the craft so lo[n]ge to lerne
A16762,1602,70,19,"Breton, Nicholas, 1545?-1626?",The mothers blessing
A18748,1595,70,18,"Churchyard, Thomas, 1520?-1604.",A musicall consort of heauenly harmonie (compounded out of manie parts of musicke) called Churchyards charitie
A08362,1561,68,57,"Norvell, Robert.","The meroure of an Chrstiane [sic], composed ... by Robert Norvell ..."
A16884,1600,65,70,"Albott, Robert, fl. 1600.","Englands Parnassus: or the choysest flowers of our moderne poets, with their poeticall comparisons Descriptions of bewties, personages, castles, pallaces, mountaines, groues, seas, springs, riuers, &c. Whereunto are annexed other various discourses, both pleasaunt and profitable."
A06570,1506,65,48,"Lydgate, John, 1370?-1451?",Here begynneth the temple of glas
A07877,1603,65,31,"Muggins, William.","Londons mourning garment, or funerall teares worne and shed for the death of her wealthy cittizens, and other her inhabitants. To which is added, a zealous and feruent prayer, with a true relation how many haue dyed of all diseases, in euery particuler parish within London, the liberties, and out parishes neere adioyning from the 14 of Iuly 1603. to the 17 of Nouember. following."
A00525,1533,64,41,"Fabyan, Robert, d. 1513.","Fabyans cronycle newly prynted, wyth the cronycle, actes, and dedes done in the tyme of the reygne of the moste excellent prynce kynge Henry the vii. father vnto our most drad souerayne lord kynge Henry the .viii. To whom be all honour, reuere[n]ce, and ioyfull contynaunce of his prosperous reygne, to the pleasure of god and weale of this his realme amen"
A06548,1531,63,28,"Lydgate, John, 1370?-1451?",The cõplaynte of a louers lyfe
A06569,1477,62,51,"Lydgate, John, 1370?-1451?",The temple of glas
A20313,1581,62,13,"Derricke, John.","The image of Irelande with a discouerie of vvoodkarne, wherin is moste liuely expressed, the nature, and qualitie of the saied wilde Irishe woodkarne, their notable aptnesse, celeritie, and pronesse to rebellion, and by waie of argumente is manifested their originall, and ofspryng, their descent and pedigree: also their habite and apparell, is there plainly showne. The execrable life, and miserable death of Rorie Roge, that famous archtraitour to God and the croune (otherwise called Rorie Oge) is like wise discribed. Lastlie the commyng in of Thyrlaghe Leonaghe the greate Oneale of Irelande, with the effecte of his submission, to the right honourable Sir Henry Sidney (Lorde Deputie of the saied lande) is thereto adioyned. Made and deuised by Ihon Derricke, anno 1578. and now published and set forthe by the saied authour this present yere of our Lorde 1581. for pleasure and delight of the well disposed reader."
A07500,1600,61,25,"Middleton, Thomas, d. 1627.",The ghost of Lucrece. By T.M. Gent
A16259,1532,60,31,"Boccaccio, Giovanni, 1313-1375.",Guystarde and Sygysmonde here foloweth the amerous hystory of Guystarde and Sygymonde and of theyr dolorous deth by her father / newly tra[n]slated out of Laten into Engyisshe by Wyllym Walter servuant to Syr Henry Marney ...
A10387,1577,60,19,"Ramsay, Laurence.","The practise of the diuell The auncient poisoned practises of the diuell, in his papistes, against the true professors of Gods holy worde, in these our latter daye. Newlie set forth by L. Ramsey."
A16768,1600,59,21,"Breton, Nicholas, 1545?-1626?",Pasquils mad-cap· And his message.
A15040,1585,57,27,"Whetstone, George, 1544?-1587?","A mirror of treue honour and Christian nobilitie exposing: the life, death, and diuine vertues, of the most noble, and godly Lorde Frauncis Earle of Bedford, Baron Russell, Lorde chiefe Iustice, [and] Iustice in Oier, of all the Queene forrests, [and]c. ... Who deceased at Bedford house, the xxviij. of Iune. 1585. AEtatis suæ. 58. Wherevnto is adioyned a report of the vertues of the right valiant & worthy knight S. Frauncis, Lord Russell, sonne and heire apparant of the honour and good giftes of the sayd right noble Earle, who vpon a daye of truce was slaine, by a treacherous strategeme of the Scots, the 27. day of the said month of Iune. The report of George Whetstone, Gent. a faithfull seruant of the sayd right honorable Earle."
A14916,1631,56,52,"Weever, John, 1576-1632.","Ancient funerall monuments within the vnited monarchie of Great Britaine, Ireland, and the islands adiacent with the dissolued monasteries therein contained: their founders, and what eminent persons haue beene in the same interred. As also the death and buriall of certaine of the bloud royall; the nobilitie and gentrie of these kingdomes entombed in forraine nations. A worke reuiuing the dead memory of the royall progenie, the nobilitie, gentrie, and communaltie, of these his Maiesties dominions. Intermixed and illustrated with variety of historicall obseruations, annotations, and briefe notes, extracted out of approued authors ... Whereunto is prefixed a discourse of funerall monuments ... Composed by the studie and trauels of Iohn Weeuer."
A17594,1535,56,28,"Calverley, William.","A dyalogue bitwene the playntife and the defendaunt. Compyled by Wylliam Caluerley, whyles he was prisoner in the towre of London"
A17462,1579,56,20,Student in Cambridge.,"A poore knight his pallace of priuate pleasures Gallantly garnished, with goodly galleries of strang inuentio[n]s and prudently polished, with sundry pleasant posies, [et] other fine fancies of dainty deuices, and rare delightes. Written by a student in Ca[m]bridge. And published by I.C. Gent."
A17043,1614,54,28,"Browne, William, 1590-ca. 1645.",The shepheards pipe
A12281,1499,53,24,"Skelton, John, 1460?-1529.",Here begynneth a lytell treatyse named the bowge of courte
A36625,1700,51,65,"Dryden, John, 1631-1700.","Fables ancient and modern translated into verse from Homer, Ovid, Boccace, & Chaucer, with orginal poems, by Mr. Dryden."
A05781,1606,50,26,"Baxter, Nathaniel, fl. 1606.","Sir Philip Sydneys ouránia that is, Endimions song and tragedie, containing all philosophie. Written by N.B."
A11254,1593,50,18,"R. S., of the Inner Temple.","The phoenix nest Built vp with the most rare and refined workes of noble men, woorthy knights, gallant gentlemen, masters of arts, and braue schollers. Full of varietie, excellent inuention, and singular delight. Neuer before this time published. Set foorth by R.S. of the Inner Temple Gentleman."
A02478,1604,49,14,"Hake, Edward, fl. 1560-1604.","Of golds kingdome, and this vnhelping age Described in sundry poems intermixedly placed after certaine other poems of more speciall respect: and before the same is an oration or speech intended to haue bene deliuered by the author hereof vnto the Kings Maiesty."
A06553,1477,48,26,"Lydgate, John, 1370?-1451?",[The horse the ghoos & the sheep]
A08974,1632,48,24,"M. P. (Martin Parker), d. 1656?","The nightingale vvarbling forth her owne disaster; or The rape of Philomela. Newly written in English verse, by Martin Parker"
A06556,1495,48,22,"Lydgate, John, 1370?-1451?","Here begynneth a lytell treatyse of the horse, the sheep, and the ghoos"
A09627,1525,48,22,"Pico della Mirandola, Giovanni Francesco, 1470-1533.","Here is co[n]teyned the lyfe of Iohan Picus erle of Myrandula a grete lorde of Italy an excellent connynge man in all sciences, [and] verteous of lyuynge with dyuers epystles [and] other werkes of ye sayd Iohan Picus full of grete science vertue [and] wysedome, whose lyfe [and] werkes bene worthy [and] dygne to be redde and often to be had in memorye."
A16671,1614,46,35,"Brathwaite, Richard, 1588?-1673.","The poets vvillow: or, The passionate shepheard with sundry delightfull, and no lesse passionate sonnets: describing the passions of a discontented and perplexed louer. Diuers compositions of verses concording as well with the lyricke, as the Anacreonticke measures; neuer before published ..."
